2026-03-10  9:39:37 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 3500
2026-03-10  9:39:37 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2026-03-10  9:39:37 0 [Note] InnoDB: Uses event mutexes
2026-03-10  9:39:37 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2026-03-10  9:39:37 0 [Note] InnoDB: Number of pools: 1
2026-03-10  9:39:37 0 [Note] InnoDB: Using SSE2 crc32 instructions
2026-03-10  9:39:37 0 [Note] InnoDB: Initializing buffer pool, total size = 256M, instances = 1, chunk size = 128M
2026-03-10  9:39:37 0 [Note] InnoDB: Completed initialization of buffer pool
2026-03-10  9:39:37 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2026-03-10  9:39:37 0 [Note] InnoDB: Resizing redo log from 2*5242880 to 2*67108864 bytes; LSN=300306
2026-03-10  9:39:38 0 [Note] InnoDB: Starting to delete and rewrite log files.
2026-03-10  9:39:38 0 [Note] InnoDB: Setting log file C:\moodle\server\mysql\data\ib_logfile101 size to 67108864 bytes
2026-03-10  9:39:38 0 [Note] InnoDB: Setting log file C:\moodle\server\mysql\data\ib_logfile1 size to 67108864 bytes
2026-03-10  9:39:38 0 [Note] InnoDB: Renaming log file C:\moodle\server\mysql\data\ib_logfile101 to C:\moodle\server\mysql\data\ib_logfile0
2026-03-10  9:39:38 0 [Note] InnoDB: New log files created, LSN=300306
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__bookmark.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__bookmark``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__bookmark` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__central_columns.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__central_columns``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__central_columns` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__column_info.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__column_info``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__column_info` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__designer_settings.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__designer_settings``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__designer_settings` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__export_templates.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__export_templates``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__export_templates` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__favorite.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__favorite``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__favorite` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__history.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__history``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__history` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__navigationhiding.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__navigationhiding``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__navigationhiding` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__pdf_pages.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__pdf_pages``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__pdf_pages` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__recent.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__recent``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
2026-03-10  9:39:38 0 [Warning] InnoDB: Ignoring tablespace for `phpmyadmin`.`pma__recent` because it could not be opened.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 3 in a file operation.
2026-03-10  9:39:38 0 [ERROR] InnoDB: The error means the system cannot find the path specified.
2026-03-10  9:39:38 0 [ERROR] InnoDB: If you are installing InnoDB, remember that you must create directories yourself, InnoDB does not create them.
2026-03-10  9:39:38 0 [ERROR] InnoDB: Cannot open datafile for read-only: '.\phpmyadmin\pma__relation.ibd' OS error: 203
2026-03-10  9:39:38 0 [ERROR] InnoDB: Operating system error number 203 in a file operation.
2026-03-10  9:39:38 0 [Note] InnoDB: Some operating system error numbers are described at https://mariadb.com/kb/en/library/operating-system-error-codes/
2026-03-10  9:39:38 0 [ERROR] InnoDB: Could not find a valid tablespace file for ``phpmyadmin`.`pma__relation``. Please refer to https://mariadb.com/kb/en/innodb-data-dictionary-troubleshooting/ for how to resolve the issue.
